prompt,image_path
"**<https://s.mj.run/YRisdS1qrBQ> beautiful woman, tied by many roots, anicent trees , legends of the cryptids, flowers , birds , Dark Soul 3, Dark Soul, Dark Fantasy, Ruan Jia, Artstation trending , artstation by Krenz Cushart, 4k resolution, cinematic ,insanely detail and intricate, matte painting, cinematic, artstation trending, cgsociety, by james gurney, wes burt, craig mullins, edmund blair leighton —ar 1:2 —uplight —no blur** - <@958942713489801246>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_26993.png
"**<https://s.mj.run/b3W06tH1oyU> a sup, in milokai style ,top view ,white back ground** - <@802441290389389362> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_12225.png
**OMG Burger Pizza** - <@367009438458052609>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27893.png
"**Mechanical Cat hunting in a beautiful cloud landscape, volumetric real lighting, steampunk, caustic, intricate,** - <@581578522234191899>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_13941.png
"**<https://s.mj.run/QIgF9-KsZaU> cats with many eyes floating in colorful glowing swirling whisps, occult inspired, emerging from the void, shallow depth of field --aspect 3:1** - Upscaled by <@412798156477169664> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_1024.png
"**<https://s.mj.run/kgh4WRFOAy8> wide-view,gigantic realistic motorcycle shape house and Kawasaki motorcycle, animation city,huge, sophisticated beautiful color illustration, top gun, unreal engine 5, trending on artstation and Pinterest --w 1920 --h 1080** - <@410392306366283778>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_26519.png
"**<https://s.mj.run/1DttCFcZStA> ship the pamir, A massive round mountain peak, dreamy mood, lush landscape all around, foreground lake, seagulls, stars, colorful, Storm, full moonlight, lots of dramatic clouds, the ocean spills out :: Clear, crisp, blue water as cold as ice, as inescapable, as the tide, by David Fincher, atmospheric, 8k hd ultra detailed matte painting, by Francisco Goya, on Medium Format Velvia film :: --ar 16:9** - Upscaled by <@713319244347211797> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_1029.png
**starship troopers ice cream shop** - <@298406433605681154>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_5043.png
"**<https://s.mj.run/K1ooIw3DLfw> A Pacific Rim mech standing in a field of sunflowers, a beautiful rainbow, super wide angle, Vasiliy Ivanov, beeple, Miyazaki, greg rutkowski, JMW Turner, A matte painting, concept art, Trending on artstation, CGSociety, Fantasy, light effect, Detailed, UHD, octane render. --w 480 --h 270** - Upscaled by <@975376240431235073>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_12041.png
"**<https://s.mj.run/1Z_j9XiQqUY> beautiful woman, tied by many roots, anicent trees , legends of the cryptids, flowers , birds , Dark Soul 3, Dark Soul, Dark Fantasy, Ruan Jia, Artstation trending , artstation by Krenz Cushart, 4k resolution, cinematic ,insanely detail and intricate, matte painting, cinematic, artstation trending, cgsociety, by james gurney, wes burt, craig mullins, edmund blair leighton —ar 1:2 —uplight —no blur** - <@958942713489801246>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_26988.png
"**<https://s.mj.run/a4G8ISgrc7E> Robot dogs playing poker in a tavern, in the style of Adventure Time** - <@167082239794872320> (metered, fast)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_10805.png
**<https://s.mj.run/W598hbig5bg> anime axolotl with a carrot** - <@981956077161685083>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_14412.png
**Coheed and Cambria poster --aspect 2:3** - Upscaled by <@167082239794872320> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_6980.png
"**<https://s.mj.run/P5RUStCkJJ8> multicolored blacklight graffiti painting of a cute cartoon Mouse with Pixar,disney,colorful, volumetric lighting, 4k, photorealistic, by Beeple,cinematic, hyper detailed** - Upscaled by <@979016566094045215> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_28061.png
**<https://s.mj.run/6YNkzkaiL0c> Coheed and Cambria depicted as holy band of worship** - <@748270788125261924> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27382.png
"**<https://s.mj.run/bJjcoDztrAo> tapir drinking coffee from a tiny cup at a table together with a lizard that eats cake, octane render, made by pixar, mafia movie, dim lighting, backroom, tiltshift, theater lighting, small light, lamp above table, smoke in the air, 30s colors, —ar 2:1** - <@522910479941763074>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_12911.png
"**a set of snake ,designer toy, art toy ,in stylized style, pixar style, --ar 16:9** - <@802441290389389362> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27818.png
"**an alien firing a shock wave into a crowd of aliens, Pharaonic patterns, atmospheric, highly detailed and intricate, hyper realistic, yellow and blue, sci fi, artstation, octane render, 8k --ar 7:5** - Upscaled by <@382289069012680704> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_24631.png
**<https://s.mj.run/l9RErIV_mpk> photo of a spin art galaxy ultrasonically intricate magnetic ferrofluid fractal dactyl:: universe Nebula star embryo by Annie Leibovitz::1.5** - <@583324108503384065>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_19385.png
**<https://s.mj.run/O6UYYdgl5jc> last gasps of a dying empire** - <@298406433605681154> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_16928.png
"**<https://s.mj.run/RaFqWhgm63I> young mongol girl, beautiful, brocade, riding horse, quiver, wind, long hair, bird flying, by james gurney, wes burt, craig mullins, edmund blair leighton, insanely detail and intricate, matte painting, cinematic, artstation trending, cgsociety —ar 16:9 —uplight —no blur** - Upscaled (Light) by <@958942713489801246>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_21877.png
"**long wavy cat floating in colorful glowing swirling whisps, occult inspired, emerging from the void, shallow depth of field, cosmic horror --ar 2:5** - <@412798156477169664> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_7832.png
**<https://s.mj.run/3dHVT5Y2WEI> --iw 1 --aspect 8:11** - <@959192950846410812>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_1634.png
"**<https://s.mj.run/IFz9vMy25cw> a tiny human has depression standing in the huge sea that has some waves and sparkle lights in Jeff Daniel Smith style, wide-angle view** - Upscaled by <@935939346840825996>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_25018.png
**GTA 5 game in Ghibli style --ar 16:9** - <@563676106855677956>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_9156.png
"**<https://s.mj.run/VB2ADyDPAJE> beautifully sculpted marble demon, photorealism, Michelangelo, highly intricate detail --ar 9:16** - <@425798861680934943> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_955.png
"**Fractured rocks floating in the void, trending on Artstation** - <@360135582317543425> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_7427.png
"**<https://s.mj.run/xNgxX5KQep8> breakfast sandwich with egg and cheese on an everything bagel, renaissance style painting** - <@986608412060172289>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_4599.png
"**<https://s.mj.run/C4dWs5Q0RK0> Ruan Jia, artstation --ar 2:3 --uplight** - Upscaled (Light, Max) by <@958942713489801246>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27414.png
"**<https://s.mj.run/znYKYpeAUiA> a clockwork gold ultron from age of ultron, by beksinski, unreal engine --uplight** - <@697301044765655100> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_3275.png
"**white cat masquerade mask, color digital glitch, analog distortion** - <@412798156477169664> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_7371.png
"**the crystal man, man made out of crystal, geometric, sci-fi, whites and blues, by Karel Thole and Mike Mignola** - Upscaled by <@977252506335858758> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_1820.png
"**<https://s.mj.run/8nGdrKRRzKU> iterated system fractal, fractal cat, sprouting new fractal cats, 2D, Adobe illustrator, palette of gold and silver, UHD --aspect 1:4 --fast** - <@873483547866976256> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_7746.png
"**<https://s.mj.run/D9P2oRXYqdA> cat with many eyes floating in colorful glowing swirling whisps, occult inspired, emerging from the void, shallow depth of field** - Upscaled by <@412798156477169664> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_3632.png
"**<https://s.mj.run/Xlw3mNfKLIY> a psychedelic experimental avant-garde oil painting of the all knowing mysterious entity that is made of the cosmos, the atoms of life, the third impact, wonder and astral energy, astronomy** - <@292227864336531456>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_866.png
"**Jaclyn Smith super realistic, watercolor 4k post-processing highly detailed Yuji Hori --aspect 8:10** - <@959192950846410812> (metered, fast)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_188.png
"**<https://s.mj.run/cfUiHQcm66Y> a sup board with Art nouveau pattern, top view** - <@802441290389389362> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_11938.png
"Also i do mine on my phone with the discord app, idk i prefer it that way rather than my pc",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_11407.png
**<<https://s.mj.run/v4jzSaIU-fA>> knights and archers wearing bathrobes:: neon:: at dawn:: dynamic futurism:: blacklight poster:: by Jack Kirby and Hal Foster --ar 4:3 --uplight** - <@834120097685045298> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_13776.png
**<https://s.mj.run/xoTX6Lil5SE> family of Xolos dogs:: carved out of exotic hardwood:: Tron::1.2 neon outlines::1.1 x-ray of a school of latern fish in the background::** - <@583324108503384065>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_7027.png
<https://s.mj.run/heEtDtfbhcg>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_14763.png
"**<https://s.mj.run/kmaqUGOI8W0> A Gundam crashing through a skyscraper in Neo-Tokyo, detailed illustration style, artstation, detailed linework --ar 16:9** - Upscaled by <@986250924999733258>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_8828.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27189.png
"**<https://s.mj.run/W5nYkO_cTJA> penguin swimming in northern lights, norway, wearing a ring buoy, hyper realistic, octane render, night mood** - Upscaled by <@522910479941763074>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_15218.png
**<https://s.mj.run/bnh0iz37U7A> recording studio music concept art realistic  concept art 4K symmetrical character photorealistic painting of a beautiful old --iw 3 --ar 8:12** - Upscaled by <@959192950846410812> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_18674.png
"**a sup,top view ,white back ground** - <@802441290389389362> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_12128.png
**<https://s.mj.run/6YNkzkaiL0c> Coheed and Cambria depicted as holy band of worship** - Upscaled by <@748270788125261924> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27290.png
"**<https://s.mj.run/5Y09oR-qBYM> wide-view,gigantic realistic motorcycle shape house and Kawasaki motorcycle, animation city,huge, sophisticated beautiful color illustration, top gun, unreal engine 5, trending on artstation and Pinterest --w 1920 --h 1080** - <@410392306366283778>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_26539.png
"**beautiful water lily pond,  by studio ghibli and Bob Ross,popular on artstation, light effect --ar 3:4** - <@979016566094045215> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_8749.png
**raygun gothic style retro futuristic arcology 3d render dramatic lighting cinematic depth of field highly detailed environment --aspect 9:18** - <@986404200177094667> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_24739.png
okay now that they’re done,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_11406.png
**audio waveform paulstretch granular modular synthesis photosynthesis** - <@988372478797709322>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_2337.png
They give me money. And I made a lot of internet friends to play games with ❤️,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_7870.png
**<https://s.mj.run/bgEkGs9Q1Uk> liquid wooden chainmail ferrofluid:: ultraviolet mage in armour full shot by Annie Leibovitz:: wooden glowing eyes outline:: beautiful neon green braided hair:: full body shot:: --no blurry blur bokeh** - Upscaled by <@583324108503384065>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_189.png
**<https://s.mj.run/IU3HOZ65TJI> liquid wooden chainmail ferrofluid:: ultraviolet mage in armour full shot by Annie Leibovitz:: wooden glowing eyes outline:: beautiful neon green braided hair:: full body shot:: --no blurry blur bokeh --uplight** - Upscaled (Light) by <@583324108503384065>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_107.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_11398.png
**<https://s.mj.run/p7VwuVJi3GI> by the dreaming tree --iw 13** - <@959192950846410812>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_1431.png
**room garden architecture dimension  laboratory  gilt lake  smothered in gilding sand courtyards bambusoides moss steel silver glass  salix babylonica  sinojackia Porcelain monarsa molinia bauhaus panes with  curved of blue glass iron Chandeliers rock transparent  bathroom** - <@989167810947198976>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_25245.png
"**<https://s.mj.run/k12DafSXKZ8> Recursive image with a well rounded Calico feline, large eyes, shiny soft fur, anatomically correct, surrounded by matte glistening swirling wisps , oil pastels and gold, in the style of albert lynch, lalique, modeled in Poser, Redshift render, UHD --aspect 9:21 --fast** - <@873483547866976256> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_9361.png
